	CNA: BLCA	CNA: BRCA	CNA: CESC	CNA: COAD	CNA: ESCA	CNA: HNSC	CNA: KIRC	CNA: KIRP	CNA: LIHC	CNA: LUAD	CNA: LUSC	CNA: PRAD	CNA: READ	CNA: STAD	CNA: THCA	CNA: UCEC	GE: BLCA	GE: BRCA	GE: CESC	GE: COAD	GE: ESCA	GE: HNSC	GE: KIRC	GE: KIRP	GE: LIHC	GE: LUAD	GE: LUSC	GE: PRAD	GE: READ	GE: STAD	GE: THCA	GE: UCEC	METH: BLCA	METH: BRCA	METH: CESC	METH: COAD	METH: ESCA	METH: HNSC	METH: KIRC	METH: KIRP	METH: LIHC	METH: LUAD	METH: LUSC	METH: PRAD	METH: READ	METH: STAD	METH: THCA	METH: UCEC	MF: BLCA	MF: BRCA	MF: CESC	MF: COAD	MF: ESCA	MF: HNSC	MF: KIRC	MF: KIRP	MF: LIHC	MF: LUAD	MF: LUSC	MF: PRAD	MF: READ	MF: STAD	MF: THCA	MF: UCEC
ERG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1561561561561562	0.0	0.0	0.0	0.0	0.1593104667410341	0.2248317762190738	0.2711712714009023	0.0628681809407871	0.0598915714847118	0.0598088647055558	0.032723390474012	0.208811875050615	0.077485651319573	0.282436589696913	0.2721354806196049	0.0605023720774609	0.0510441496315726	0.0165998138129446	0.0221111744392266	0.2886229502972526	0.0728157895602255	0.2518456230892784	0.0498532092948482	0.0799149150133005	0.1682553632573495	0.0601964405860805	0.258793736387644	0.1221784248311531	0.2989247951341774	0.0359711168789362	0.1121375570316157	0.3401302772720545	0.1024293219470787	0.0878981656233211	0.0265610416470018	0.0171839645788275	0.068456241155651	0.005252326872391	0.0270728482805022	0.0097530427297322	0.0	0.0	0.0127782224207455	0.0	0.0	0.039406272457036	0.0	0.0	0.0278604800766945	0.0359433421951788	0.0036013002756472	0.0133109671491582
ERRFI1	0.0	0.0	0.1762114537444934	0.0	0.0	0.2398989898989899	0.2129032258064516	0.2337662337662337	0.0	0.2520661157024794	0.474012474012474	0.0	0.4870129870129871	0.0	0.0	0.0	0.0970365843535708	0.1476921150330381	0.0570054210454292	0.0013952707987582	0.07523382423519	0.0093255038173778	0.058906215719723	0.1031330862421359	0.1357465980118623	0.056810096817957	0.1027070965499998	0.0757855014776916	0.0276984861208668	0.0538585838341733	0.0674492935996513	0.0633216918362861	0.0092884217220868	0.0175700421954993	0.0215436522941847	0.0024287517666405	0.0258503467038188	0.012428971338192	0.0337553155954919	0.0251879251770297	0.0299919255410723	0.0328309396314687	0.0457744688168742	0.0115089951161922	0.0048461952851476	0.2564855181187357	0.0095224912466962	0.0040933399126571	0.0	0.0158463298309187	0.0	0.0108629349696629	0.0	0.0109835155635174	0.0	0.0817927761374852	0.0249624183239764	0.0407600863476454	0.0	0.0	0.0	0.0256570476367747	0.0035814769018104	0.0190395185570417
ESCO2	0.7567567567567567	0.0	0.0	0.0	0.4629629629629629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1103896103896104	0.0	0.0	0.3861386138613863	0.2757093154980524	0.2710527080611286	0.4917241310975826	0.0498339209194907	0.1854472073051932	0.0808457424923391	0.0852139326126403	0.0623930239771124	0.1330925036870616	0.2097057726404518	0.3013531094190309	0.0020554858275359	0.0135175487433352	0.1083138846633281	0.0657669248664931	0.4230244710637669	0.0111943176212729	0.0077172027411325	0.0069628913289873	0.010991915893144	0.0159715651519344	0.0078102986706365	0.004952251500594	0.0042985336899129	0.0140526960462748	0.0093322546363338	0.0104314095128654	0.0017000683066838	0.0098127535275249	0.0054547076932573	0.0032918017011781	0.0066199729269197	0.0	0.0	0.0	0.0	0.0	0.0109261587777281	0.0128290541879321	0.0	0.0	0.0	0.0	0.0	0.0283780547503569	0.0130095533229704	0.0035447150721031	0.0038313590346143
ESR1	0.5705705705705705	0.0	0.0	0.0	0.0	0.0	0.3268817204301075	0.1385281385281385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2904290429042904	0.2937749016270848	0.1479262478136903	0.4559417281445226	0.128819866692815	0.1219574772553542	0.0577001412595107	0.0364742081997101	0.0697723538087405	0.3779348417392201	0.0280497665188154	0.1648114389877493	0.0526005386389313	0.1456343321528567	0.0892126856653189	0.022716978547671	0.1828630949785973	0.2393704430054885	0.4186610521343391	0.6241378047453218	0.2337987418965467	0.3195665238159165	0.3080640588679241	0.1972865225812868	0.3219558061129258	0.1988963311757885	0.232655012788599	0.1433321404123469	0.3401241270880744	0.2910190202128883	0.3819625268409242	0.0117355232218273	0.1324173053734274	0.035896769106707	0.0314887752201902	0.0253738347842425	0.0159849815708686	0.0	0.0107071554966288	0.0	0.0	0.0248098008066198	0.0	0.0	0.0453024555737819	0.0280888362701343	0.0363670752155196	0.0	0.033010101406164
ETAA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0402010050251256	0.0	0.0	0.0	0.0	0.0884353741496598	0.0	0.0	0.0	0.0405628401631515	0.0091508995097719	0.0069956066028504	0.02953314258675	0.0131772158238827	0.0144487907455422	0.0064403490552817	0.0162567614800842	0.0500578728373897	0.0081554508103403	0.0248983478949063	0.0152388892847131	0.0052390568015899	0.0429041185235415	0.0369070578749354	0.0414282056106733	0.0026158168321281	0.0062327522879484	0.030927792553819	0.0116609327379624	0.033413300432895	0.0066830981490437	0.0074831862694095	0.0166651830524417	0.0269226062045512	0.0013370751980605	0.0140546397791047	0.0133358806194729	0.0111266130515201	0.0197570113222075	0.001532919016099	0.1175737132790348	0.0	0.0	0.0269914807312212	0.0052707338036118	0.0	0.0109767952519492	0.0	0.0	0.025036015500353	0.0203781619636368	0.0	0.045521511176943	0.0	0.0130346636637978	0.0035638214664099	0.0038247914269627
ETFA	0.0	0.0	0.3348017621145374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015930460709401	0.0576764410248774	0.0452708832305523	0.0626065518556095	0.0138657616151401	0.0471078590413276	0.0389235726323752	0.0427349267943466	0.051286762084907	0.023809322577898	0.045682643773022	0.0245717630210022	0.0542645014150918	0.0222816042865937	0.0068329142100819	0.0249222261647613	0.0383517656798828	0.0451127156993165	0.0076470677278682	0.0062204603138791	0.0509689103830353	0.0098709127296991	0.0042389696884593	0.0027150739392555	0.0156354883716136	0.0188843968005996	0.0059593893375114	0.0215875301034188	0.0181176133727028	0.0808480138141374	0.0247080392238734	0.0180750723199796	0.0	0.0	0.0	0.0054331465069737	0.0	0.0	0.0	0.0	0.0250220330872908	0.0	0.0	0.0227620948815089	0.0	0.0	0.0	0.0
ETFB	0.0	0.0	0.1674008810572687	0.0	0.0	0.0	0.0	0.0822510822510822	0.0	0.0	0.0	0.0	0.2337662337662337	0.0	0.0	0.0	0.0094040249226279	0.0991863406647802	0.0375802324162335	0.0404816184278945	0.0086799842387053	0.0307719737659285	0.0238609624142793	0.0302840007877884	0.0356948302311319	0.0091742915809903	0.0255586855756375	0.0013333742111611	0.0451573878122038	0.0364208624767908	0.006792650197809	0.0021075196537025	0.0158887788422718	0.0429883908011818	0.0198241610256189	0.0139904530482437	0.0191094611882545	0.0083558173083619	0.0101966833727047	0.0098958775242589	0.0095178945899997	0.0065602001665389	0.027182050231338	0.0076987088528794	0.0038295026407676	0.0228514142327487	0.0045844801943829	0.0061868202084213	0.0	0.0	0.0837402615588578	0.0108331453245249	0.0270497103878324	0.0	0.0256562492495176	0.040922746198174	0.0250090070779724	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ETFDH	0.0	0.0	0.0	0.0	0.0	0.0	0.1978494623655914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0808892490138052	0.087974548517801	0.0063352094164693	0.1308736762847509	0.1247462494106844	0.1204712920382539	0.0399698318132764	0.0610658189996954	0.1614755031556472	0.0141602599210245	0.0380146055379849	0.0011918521795186	0.1151009502912118	0.0807415957803986	0.0498536171894367	0.0331683106208511	0.0137038137245471	0.0048321818425185	0.0028530323717025	0.0011466351753093	0.0064365697902907	0.008358312195372	0.0027833042764058	0.0127994553261122	0.0136067274073225	0.0125185819629355	0.0026971491775292	0.0141382574480009	0.0019860789160681	0.008024143830894	0.0063019191465896	0.0115123998298437	0.0	0.0	0.0272709990951719	0.0054381438018566	0.0271172018708042	0.0055008029554441	0.0	0.0408842823834709	0.0	0.0	0.0	0.0227673662894442	0.0	0.0385597619768741	0.0	0.0113978074770204
ETNK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1298701298701299	0.0	0.0	0.0	0.0192152273384953	0.0324882564952606	0.0014963234144345	0.0919320007825286	0.0067076412176289	0.0148995987600356	0.0473303868089163	0.020427588141994	0.0025432109988431	0.0166821495765362	0.0161352636641092	0.0020906178157862	0.015411129785608	0.0264820282817094	0.0307660005162181	0.0136601906722964	0.014426042605759	0.0016755823175436	0.0093617060533722	0.0021406697286368	0.0059738589700048	0.0012722802315504	0.0089380196950102	0.0017458358512829	0.0003076753228171	0.0044184334695698	0.0143103113410661	0.0115068022786136	0.0067461071821591	0.0010097709795285	0.0035166232878346	0.0099655767944364	0.0	0.0	0.0	0.0108486659596836	0.0	0.0054510650492285	0.0127823554732899	0.0	0.0	0.0204959927287251	0.0	0.0227596633083207	0.0	0.0260626925372938	0.0	0.0226410111048277
ETS1	0.4864864864864864	0.0	0.7136563876651983	0.0	0.0	0.0	0.0	0.1255411255411255	0.2759643916913946	0.2727272727272728	0.3825363825363824	0.0	0.0	0.3074534161490683	0.0	0.3102310231023103	0.084505205427274	0.1252376042213053	0.1269052671958839	0.0567901653407093	0.0057289890991956	0.0967357077754486	0.082121271414244	0.08233254140919	0.0498116668957812	0.1663447082791472	0.1960346200628814	0.0421303877046034	0.057625573385529	0.0455121454415723	0.0267531065880252	0.1560513246199442	0.2052697313487976	0.1440675802030416	0.1222769012805222	0.2353107889760297	0.1011705444142027	0.0287038805787161	0.0467337801521187	0.0819889616448298	0.2265773558456472	0.0171437317642783	0.2048902366871552	0.0208226121646891	0.31488252282994	0.2283883587739521	0.0362919562894697	0.0924554226091488	0.0336734212910104	0.0158570536094012	0.0265597192781703	0.0053610023085633	0.0	0.0214301675044334	0.0127492058229306	0.1219026695765993	0.0	0.0602530486584696	0.0	0.022746497135675	0.0	0.0120881934817866	0.003599404704543	0.0146968159659622
ETV1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5867768595041324	0.0	0.0	0.0	0.0	0.0105263157894736	0.0	0.0801481801393194	0.1721957461483204	0.1054345948999103	0.0198227823907247	0.0144342508670541	0.0511444379949732	0.0245143397936428	0.0040330910923154	0.0019640475541716	0.1850211776819851	0.2287868161597777	0.1033641829533043	0.0280923028567196	0.0141009422286832	0.1006056294808819	0.0598223559300132	0.1033517890871892	0.0766173377523542	0.2402074914863629	0.0027520669651226	0.0280394566958637	0.0505887717405446	0.0468252798139413	0.0840786582036079	0.0012105539225826	0.0144045746732406	0.0517190568031555	0.0314685445541626	0.0012342642464745	0.1541827811342555	0.0069723611960633	0.1098965019048123	0.0	0.0150040502432318	0.0268886274242537	0.0	0.0	0.0089426971073512	0.0126601148779099	0.0402557367671495	0.024613549342736	0.0	0.0	0.0	0.0	0.0	0.0071800019324972	0.0203967422324589
ETV4	0.0	0.3993541442411195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0842105263157894	0.3762376237623764	0.2951545342904697	0.0569645127386101	0.1890311776229136	0.406593600408932	0.3623413650849711	0.049858914647368	0.1717218976953681	0.0884593600260206	0.2022744989099792	0.4001662956538323	0.2548710536398471	0.1608986167123277	0.4055323099483768	0.190455285672239	0.4228147572485793	0.1473802606455011	0.02159481126463	0.0007308276227335	0.0007692689567895	0.0034137931950452	0.0009653510505391	0.0148381085978337	0.0019194235642352	0.0109333616441976	0.0407799399345452	0.0351695804738049	0.0155210442647853	0.0101173420829228	0.0096175890102252	0.0069739933776588	0.0122214251741421	0.0131277875335103	0.0362454813831212	0.0	0.0	0.0104370342672261	0.05398271471965	0.0	0.0128058987952953	0.0	0.0	0.0193558110629816	0.0	0.0	0.0	0.0122954678648283	0.0	0.0037609050405453
ETV5	0.6546546546546546	0.0	0.0	0.0	0.0	0.0	0.1870967741935484	0.4372294372294372	0.0	0.2809917355371901	0.0	0.0	0.0	0.0	0.0	0.0	0.0340527960566882	0.1572450694651583	0.0678235827029154	0.0740519678817809	0.0379813093773263	0.0681398987742357	0.0112071666820969	0.0143074042316307	0.015245890293107	0.1290101183725667	0.0735288528297055	0.1937629739469419	0.0536451955719968	0.0917774782747553	0.1916523982487033	0.047192809457476	0.0014877107375954	0.1027753671051672	0.0033155357928419	0.00546459767124	0.0030022866609174	0.0105127129994723	0.0175918842965032	0.0076510895713217	0.0035483708502359	0.0046914558970735	0.0064878504829602	0.0260105195779594	0.0164636733923533	0.010606804625386	0.0045388027825862	0.0070510964892309	0.0360309795640327	0.0158884996071754	0.0	0.0052733687757735	0.0540632595349017	0.0163890376394848	0.0	0.0817331845413544	0.0250087813108793	0.0610055970582794	0.0	0.0	0.0	0.0129878696548336	0.0035676151615627	0.0075567462394973
ETV6	0.2042042042042041	0.0	0.0	0.1744186046511628	0.0	0.0	0.0	0.0	0.0	0.2892561983471075	0.0	0.0	0.1298701298701299	0.2391304347826087	0.0	0.0	0.007080602463939	0.0701019386610467	0.0805317528333279	0.0072012747104986	0.0506243191714558	0.0042911896176716	0.0381595609020526	0.067221945795888	0.0082848617320936	0.0496199202236981	0.0106128427819978	0.0525111293216485	0.0011144162854957	0.042542645325275	0.0206333467843908	0.0386098793259252	0.0060180425553718	0.0004833989965099	0.0054037489846374	0.0032756788056646	0.0104525382452392	0.0014152046331476	0.0108224805282539	0.0001052302827992	0.0040687487624349	0.00309135494095	0.0147657960531781	0.0027603510663521	0.0105117855093123	0.0012492910276589	0.004794093461224	0.0050655085760019	0.0722738091837667	0.0211563331054795	0.0282215230477071	0.0	0.0	0.0164197115825501	0.0	0.0	0.0	0.0204597683516381	0.0	0.0	0.0	0.0513537364887484	0.0	0.019227775417412
EVC	0.0	0.0	0.5594713656387666	0.4294478527607361	0.0	0.5394736842105261	0.0	0.0	0.3136531365313653	0.3448275862068966	0.0	0.0	0.0	0.0	0.0	0.0	0.1554390719859293	0.0713838488680685	0.1778624062017867	0.0519428970575398	0.0746921352096468	0.0449833203069688	0.0695704618730581	0.0227656759931495	0.0281246231694639	0.0971916867126472	0.1011909553628075	0.0454305090969342	0.0981968439849304	0.034964386773014	0.0770533108097864	0.1497967714180972	0.1372105211598718	0.1065780242095818	0.1302691785540627	0.6145839109995802	0.2929715332809175	0.0214185230729105	0.0337428053380582	0.0139872400597881	0.0702553060481271	0.0416002448143196	0.0473885213581403	0.0289009701216217	0.4375137876575014	0.2733802876423186	0.0042189600232388	0.0160376685053888	0.0305486746111587	0.0106009935188705	0.0	0.0214944041504818	0.0540222526858658	0.0214731304427347	0.0	0.0	0.0498978236621079	0.0406500388026438	0.0543418014912615	0.0	0.0282673803181006	0.0645183615547497	0.0035987132352552	0.0113329734249659
EVC2	0.0	0.0	0.5594713656387666	0.4069767441860465	0.0	0.5176767676767676	0.0	0.0	0.2522255192878337	0.2685950413223141	0.0	0.0	0.0	0.0	0.0	0.0	0.1881733210093626	0.1778629582380642	0.1783798040129662	0.0815060145368664	0.0626406229551351	0.0273232394178948	0.0027021809045716	0.0455837579513179	0.0288476084192621	0.0206946034695435	0.0548196587073776	0.1727063852346514	0.1032007108545915	0.0551585476273167	0.0502828993649689	0.2087855660828036	0.2817728693664737	0.5515601850626402	0.2863653839091437	0.3563928975763734	0.5170750324080441	0.4066359392308543	0.0917758994545856	0.2147707085686191	0.0418845208389679	0.3102656434383204	0.3442218266677076	0.643789037421773	0.2690734095873416	0.149776203425303	0.0198351164018559	0.3130417097446723	0.0362765121100995	0.0158291304656626	0.0829355016045154	0.0484490058797186	0.0267822316029045	0.0328218141607228	0.0	0.0408883756948449	0.0498821123024453	0.182398164681904	0.0	0.0682551751881411	0.0	0.1668194538549712	0.0	0.0037542953047687
EWSR1	0.2612612612612613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0109709180896071	0.0034104365709801	0.0160466334111034	0.01828777433003	0.020692056385757	0.0218041780192513	0.0037944258125911	0.0060815368999076	0.0351329865353714	0.0045958622514253	0.0237514836158668	0.0115553396107461	0.0114775212122355	0.0104786391647736	0.0157505575149466	0.0249745333523663	0.023883094389702	0.0176952550445842	0.0030342036843339	0.0071867040737923	0.0026394787636768	0.0168362733762764	0.0010001998333024	0.0079554557832684	0.0038380827142419	0.0155813536382401	0.0055909815313228	0.0142811094884985	0.0033030077100701	0.0203032531081209	0.0098074676822387	0.0139018903619219	0.0710496929491894	0.0211286561848306	0.0	0.0	0.0	0.0054446960365598	0.0127814071084775	0.0408616539835623	0.0248773402272676	0.0202595484871016	0.0	0.0671910007178479	0.0	0.0	0.0	0.0256924124057629
EXOSC6	0.3243243243243243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0193761049126048	0.0421254462644672	0.0312563725265567	0.0209772544719792	0.009946670196238	0.0125243325429104	0.0150411432481725	0.0181575719501859	0.049476927851821	0.0027272771847644	0.0296848407651586	0.0065447069932876	0.0193920335708055	0.0036679871595261	0.0151780351891838	0.0092532839066146	0.0111785697835525	0.04151751156978	0.0077795468240721	0.0140079083196751	0.0265150521196469	0.0142437819486803	0.0082703588860552	0.0429138313465197	0.0113311343538668	0.013596309982579	0.0462846080623827	0.0006458742543772	0.0104418103220242	0.0385941501645662	0.0692873778155694	0.0016502613612367	0.0	0.0	0.0	0.0	0.0	0.0054901915622643	0.0	0.0	0.0	0.0	0.0	0.0227562274826145	0.0	0.0	0.0	0.0
EXT1	0.0	0.0	0.0	0.0	0.0	0.0	0.1698924731182795	0.0	0.6854599406528189	0.0	0.0	0.0	0.0	0.0	0.0736842105263157	0.0	0.0233460258241207	0.0333628901025266	0.091204358193861	0.0604972958026079	0.0939832683396059	0.1285384386893236	0.00140138731072	0.0146365802245261	0.012930436809639	0.0309223503718896	0.0346570840463288	0.0730974839971927	0.0538416846401484	0.0524140820465211	0.0732702878363757	0.0117263563947866	0.0152830516893776	0.0028329584410565	0.0087313461903218	0.0046256800333889	0.0116693072453842	0.0277983549219997	0.0154556857653571	0.011579277886397	0.0234467567501511	0.0020026629255497	0.0237487154372648	0.0015009708421295	0.0090056080697049	0.0680866177518155	0.0050237218676349	0.0206688953038885	0.0	0.0158848276258458	0.0	0.0108344346441844	0.0	0.0054854901577131	0.0128064100409063	0.0408840304104049	0.0	0.0204417795888774	0.0536320289765896	0.0227530058144853	0.0	0.0377324043924671	0.0036023543740179	0.0113028696415845
EXT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1021021021021021	0.0	0.0	0.0	0.0	0.0069530821481332	0.027826594217622	0.0733253548656398	0.0013887680108951	0.0257345285504784	0.0697307602237857	0.0042993010554661	0.0129186947119882	0.0157914504578979	0.0070192426548251	0.022745744692494	0.0045831191828173	0.00961737583267	0.0143851140675552	0.0035862831679415	0.0599924387042862	0.00929756197364	0.0135217319780668	0.0048676885919026	0.0028512405725336	0.0210762046199249	0.0020391589456268	0.0137010549241969	0.0173569005278846	0.0168728670564261	0.004181444266692	0.033524758580662	0.0042076653911429	0.0261609521117788	0.0057649103248569	0.0151264648786573	0.0037885293627181	0.0357050512109741	0.015889944178851	0.0	0.0	0.0270185832088745	0.0163181702837012	0.0	0.0407382047751914	0.0248787749565376	0.0198690426905932	0.1085648433995024	0.0227375071980474	0.0	0.0128653183248119	0.0035953378457204	0.0
EYA1	0.0	0.0	0.0	0.0	0.0	0.0	0.1698924731182795	0.0	0.0	0.0	0.0	0.4714714714714715	0.1103896103896104	0.0	0.0736842105263157	0.0	0.4385561612609549	0.2180344763835752	0.03685331840923	0.0249825433947152	0.2254599142659409	0.2471395781426707	0.1038194301408156	0.0740097004533122	0.0	0.0999628440347245	0.0604466540481343	0.1562563492983683	0.0084516763155615	0.0654681912367625	0.375888972875206	0.0691699824771263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0105101016675953	0.0554246151216063	0.0045161907563908	0.0	0.0143632042369274	0.0126773393973839	0.0	0.0	0.0202583738602329	0.0525627994764622	0.0	0.0	0.0569882093225021	0.0	0.031125907481632
EYA4	0.0	0.0	0.0	0.0	0.0	0.0	0.3268817204301075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3150145468235235	0.1831360627053288	0.1311814702960844	0.0495052000357169	0.0872064803254277	0.1528868930306568	0.1987415334827998	0.4347274303305283	0.2271836333036302	0.3324479310115998	0.1971401897515813	0.2229334422191359	0.1039673410279481	0.0216392608879952	0.2402423400302719	0.2609519200474226	0.4238448690531846	0.3222403288463499	0.3427343921012537	0.7664913730064233	0.6519531950993634	0.552557188221602	0.2728947660959341	0.0855411255879705	0.3400938372774362	0.4682225682953286	0.1932810952093771	0.5304410954993924	0.6657430428065451	0.4909485725032223	0.057769268119885	0.1636698989754375	0.0294570755083497	0.0052715907835149	0.0	0.021426754760442	0.0263076628433589	0.0158234868397076	0.0	0.0	0.0248769854671731	0.0379728820176817	0.0532799478608211	0.0226768780244057	0.0	0.0369935767960873	0.0036022511919883	0.0177211398785231
EYS	0.0	0.0	0.0	0.0	0.3793103448275863	0.2526315789473684	0.0	0.1306532663316583	0.0	0.6710875331564987	0.336283185840708	0.0	0.0	0.2880258899676376	0.0	0.0	0.1300634376663647	0.295686174336896	0.116338665155889	0.0681934051767062	0.0669067526135515	0.0825606714396868	0.0422723423181298	0.0595108994279444	0.0396556761156451	0.1196288156173686	0.0097190883093369	0.0924485989104729	0.0815964745461361	0.0107699240958084	0.1093819279315257	0.1399585081073446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0305163865486721	0.0312064814487079	0.2099760602017954	0.0883817807127783	0.0266409668637618	0.0217104078960177	0.0254171906919853	0.0804567918233806	0.3700197062287573	0.1940561433866036	0.1060894245610317	0.0679870866843158	0.0279276656349202	0.0988314362142361	0.0	0.065717513811526
EZH2	0.0	0.3993541442411195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0842105263157894	0.3762376237623764	0.0743289768169392	0.1651943568510622	0.1696786167925133	0.0032940144244131	0.0260983338330041	0.0458650318554098	0.0161753805721929	0.0068964038776881	0.0969554266522069	0.0607127334559319	0.0735670354939949	0.0614536195421113	0.0216438804459099	0.0269916340381082	0.0121473148702967	0.1854203626869018	0.0199636741873729	0.1098525081847816	0.0443447059410778	0.0279476676013869	0.0842021443930936	0.0602116907177081	0.0872158242819549	0.0545242023394278	0.0312127230693162	0.060723920816532	0.0429007212552845	0.0662746326940208	0.023165221451388	0.0175273465190682	0.0173175233893292	0.0432950530153938	0.0358872090575313	0.0	0.0277987760838549	0.0108169633506778	0.0	0.0155860797890929	0.0	0.0814157114635374	0.0249073622337191	0.0	0.0	0.0226944230854289	0.0	0.0379331105641076	0.0035994072988636	0.0185333011111029
EZHIP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EZR	0.5705705705705705	0.0	0.4405286343612335	0.0	0.0	0.0	0.3268817204301075	0.1385281385281385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0655299547969954	0.107381148360055	0.1965805123535871	0.0496398048312518	0.0699760981495969	0.0441971172755746	0.0153534563766085	0.0554740676257147	0.0373941271165356	0.0466727469966144	0.0942495479621874	0.0196520067405662	0.0625110520774459	0.0085079987080499	0.0202415735140598	0.1815407173490365	0.0764631590101641	0.0215872602293588	0.1137348778805253	0.0344568318459757	0.0609849191971665	0.046307547694101	0.0449580761877642	0.0270733129384097	0.014310522957193	0.0631605048866774	0.0102391529273839	0.017697320085291	0.0630737839752085	0.0433365093415559	0.0506306041982818	0.0894599538576315	0.0361904697870282	0.0158690519839495	0.0264720906241908	0.0	0.0	0.0	0.0128061596924801	0.0816502151193126	0.0	0.0201443253159122	0.0	0.0	0.0	0.0	0.0035928618030642	0.0038034811799825
F10	0.0	0.1916038751345532	0.3039647577092511	0.0	0.0	0.2676767676767677	0.0	0.0	0.198813056379822	0.6404958677685951	0.1891891891891892	0.0	0.0	0.0	0.0	0.1914191419141915	0.5496634848470491	0.3510793716408281	0.5384002578024454	0.084376032252053	0.2321537410242673	0.1971659865050999	0.0129689673681075	0.0559349830510411	0.0362235960377158	0.2454513565888409	0.3075858721170063	0.135325875666418	0.0759160270472549	0.18085333626974	0.3486329104059972	0.5821121385929456	0.2170792728243408	0.1707374317745879	0.2349527924751232	0.0913012680161708	0.1435096925197114	0.1625708959564068	0.347485986783387	0.230549249688784	0.2076351590117964	0.0581499527751079	0.0887672626566602	0.1463442512925674	0.1533921874668813	0.0019953086536822	0.0028417558064297	0.4245786811501676	0.0356238940173304	0.0	0.0	0.0108736975834253	0.0270499938752434	0.0	0.0	0.0817658954844899	0.0500354787938609	0.0203219587809702	0.0	0.0455321927559447	0.0	0.0128742327787992	0.0036028341993787	0.0038231214319548
ZNF160	0.5315315315315315	0.3735199138858989	0.5022026431718062	0.0	0.6111111111111109	0.0	0.1677419354838709	0.0	0.0	0.3863636363636364	0.0	0.0	0.4675324675324675	0.0	0.0	0.0	0.0	0.0	0.0	0.1042255117515168	0.0	0.0	0.3925201491706319	0.4789874513024446	0.135796287559783	0.5525445765504527	0.6094509458951427	0.2404769218852703	0.1091096085326371	0.1533221907203327	0.0	0.4023504129300715	0.4087337283003153	0.3635273052502777	0.2635824850194999	0.0584689049589866	0.0427815957719797	0.3366760542691309	0.2177763377255688	0.3235018704488366	0.0835361118502455	0.1321202306090602	0.2284777160040469	0.1572556217629444	0.0484309523191044	0.156758089478623	0.119581826362037	0.3154274212434439	0.0724235681274159	0.0	0.0562998486052676	0.0216188144925269	0.0	0.0109828912907836	0.0256500522982524	0.0408828429295177	0.0	0.0200285801219085	0.0540835054276348	0.0227665583730165	0.0	0.0127355348536113	0.0	0.0038758345096357
F12	0.0	0.0	0.0	0.0	0.0	0.0	0.7139784946236559	0.2077922077922076	0.0	0.2603305785123967	0.8024948024948025	0.084084084084084	0.0	0.0	0.0	0.188118811881188	0.2155822402885568	0.2659479835890589	0.5744825687316201	0.0873176429983499	0.5271639997652439	0.0123954240249901	0.1065054850936895	0.148192604365517	0.1070692205873639	0.325059491748307	0.3415231208239184	0.1427482399336066	0.0596074774176137	0.1151748762131184	0.1074464309103634	0.308614254677732	0.0960708932145233	0.0335055498487094	0.057563756346308	0.0251376844327053	0.0052024064454752	0.126115876000147	0.0593695356895805	0.0442091430725247	0.1621590323927473	0.0094720462400876	0.0437446659703804	0.0307728694326532	0.0094058535532993	0.1034862226123965	0.0249005994510942	0.0214669226971375	0.0363119400516252	0.005308248357908	0.0	0.0	0.0	0.011006547638915	0.0	0.3687386525049312	0.0	0.0	0.0	0.0227745133263057	0.0	0.0	0.0	0.0115774468827597
